account,amount
0xa20ffa573fa87bab4999c0b2ab9f3d1f45d1f506,20000
0xf62aadadf80f0cee151af3851a9b3866255c6cd4,18236
0x6266de46b0ae428e8774bc6911d84d21e32d9cc2,18000
0x6098e17a2945d2858368329e03c0a4a64a549814,17000
0xdca9e66dfc7b391add7fc847d05f13264b73f2d2,16500
0x9e89a144f7c05eb0d258b61a71d00bca79e42715,15278.2
0xd04a155c4b06724cc6d929db55e164f8d4ee3991,15000
0x597f0fdbb96485cd258777248052ff0e4781fe4c,14778
0x43492e8a862baa9c9fc505d95b9e67e21622ff7a,14667
0x6cb1429535e053abd203e64f8020564c649b14a6,14300
0xddf29c0e97601d8ab661c4b3c3a8ac7d9bd5cb77,13450
0x40adea030bbb77f450fb19bd6a5512d51a0ae47f,13100
0x8817e259b93256bbb86de6cd2e9b8612763cc674,12771
0x10ea167893cb51500ec829222e3d17a968feb650,12044.3
0x1dd17a7386a883674ec2cefa7cbe6da75e719046,12000
0x9bd8011af154f63589d8c71d50238c44ad7a6764,11180
0x65d5b68a7878a987e7a19826a7f9aa6f5f92e10f,11028.8
0xd01efb70f91e464a741cd24a30f8954779c3154c,10849.14
0x4c7be8167c33cd4a1fc89e1afafb2724eb7d42f9,10800
0x7ffca0796a835d2de97f5f038d8c94de0249624d,10782
0xa4f64a20fb1b2f1fd33840d471a3724feaada7c9,10500
0xad483c143903a8a35ce15133e7dd99d4d6af732c,10050
0x521aacb43d89e1b8ffd64d9ef76b0a1074dedaf8,10000
0x21c4952bc587cff830b8e6bf16bd0352a97a91a7,10000
0x536e4251055037f66bf741e13425c1691cca66b8,10000
0x30734d5ae63a2f368acfb3d3a15e180169254b8a,10000
0xdc788af054e68bb012792a77b4f6b74c29335071,10000
0x8184561204f6180496bfee4ddfd9dc2c0b57b5de,10000
0x7d53ba1d70a66d572a90e3e80ad4253769340ee7,9600
0xed3fb32c5c61f00f4dc7f4b64fd8378bf1a15f61,8751
0x141d0a6b445706a8bb49307badfe7d7d7a8a9b70,8300
0x42b0765b70af2b6910f6281b3dc0c34a9cdbb65c,8133.42
0xf3bf6bdfea27464840d53b07c33ea21c951d3746,7963
0x902b13e46305e3ae10f70871c6d0bca9e5446b07,7450
0x172697d24da16f36caf2fadc3e78b5a538fc858e,6629
0xe02533f1b8bc4befd8561df63721a96936f978f9,6278
0xc6c68296f0d9694c45977f5842303568d0f8b90c,6105
0x9bdff5eb0727f7042ae27244b3d0f7f78c5dd12e,6000
0x1872a6bfa7cad9fa489ff5f4820268c1cf307f4d,6000
0x6ad6341111075c66987c5bee203b47d9dab0c2a1,6000
0x78d7e9aec1257e025cdba3daa76769e77b97bbc8,5900
0xf583afc20d1c71b272d2d17a6c618f1256d95ac2,5800
0xece2bbab13b8b7aa5d1f1832ec9b1527f11224c0,5669.08
0xe7339d4421c2d0290d38eaa06657e9e2dd8d3bd8,5000
0x77bbfa1e9088b6763fdf18d4655421e81afaacee,5000
0x15c304129c4180b31b03e3609f7a579eaad75ef0,5000
0xfa860889ee6e3c715a5b76d998223df040b167da,4996
0x1701bbf4c5cfbeeebd846866f949001809835ff5,4954.7
0xd47aec165d7469e266f650a049c973ec95c706f6,4930
0x043aee850680c4fb982761b585929834c26cc32c,4887
0x38f5df039b0f0fac72523eb0dea196c0e6811d4a,4887
0x63aaf54107d8375e41f410b733d6ea3a23a8fe10,4800
0x103af2b33400a4f955744a7f70e749435444f808,4778
0x064f8aba7efd1d1288556f5649761844754d0cbe,4742
0xa6097a4adf23553623a7917bbbb28c7bb2a7775c,4670
0x60859ed309e5553b39bd66edf1a3c26473da3b6b,4561
0x10b4bd1a211bdd057ea16a2e13c086f67b587b4b,4561
0x27aa5a880b512beaf40d1b2e0f256b09f5711444,4453
0xaba775acf88723e05db5546bae58f10c20a9f061,4453
0xcea9f52fb205846b0c2956ab347e078b564277f0,4441.9
0x5ecc0ea06cc6ccdcf52aa0d1139c2813bb6ebef4,4344
0x52ff0010d4058bb726725ad76f542c53033d67a1,4344
0xf1eb8dc07928051f34cda23d5a3eb95a06055147,4200
0x31e292ba33e01c3a9d3467890e2e5c99e1d6562b,4137
0x4bdb6cc861a1e05b09679687b0d317019608f547,4094
0x6c0a6009f83cb25648c6e25a1919112fc65b5d39,4000
0xb67568c8a7aa3117c75b3ebb699672acead8d758,3582.54
0xc03cdca77d912696f3a54eb92bdec117f4925050,3500
0x46d5b3108ac8be0577e1c29dc98cf729fcb8a5ae,3475.2
0x7743ab13b60513b7c7e2f423699a4099c0f57660,3450
0x2cb427af4dd09c56ab40c601184a3dff385dd13f,3376.08
0x1f5cee5df1049d3226b6365224c15180d0153122,3350
0xb2206f941a5206b55bfa33e665687523a8bced80,3300
0xaee324d15856de63bb09979f68a345c4c2a03f67,3250
0xc381bb25481b9f0b320f13f0be4305e19f7f1f62,3250
0x7273eb872cd29a50caf9ecf8b8e0ffebaae545d2,3250
0x2e7e94be872319a0d991f704e1f4fad385f5855d,3220
0xd3e11a55a3821bb03c282b4c7b70cbf8f6b89c1d,3200
0xbeff8bbd7501b0787575a2b94ac95e21e41c3d66,3200
0xb40d74830bb518852907456e2dcfa02f9d29b897,3150
0x61d4c0eabd8f5ea3edfc77dc5fd642c2956e53b2,3100
0x8a0af91441f2f84ea3da03beddea96d43ec24b5a,3100
0xbe71677f2d80a238c53948dad091556a623d9bdd,3014
0x59d146c4bb81b809291fc00173f761871fc3918d,3000
0x305f7f07bf15a4357807975fd5ffc1e0c539a121,3000
0x6459a792489653efd28a65c41350e9c8058c01b2,3000
0x35fd35b113d587a40efc8b2fc7d348df5113b2ea,3000
0x62744b8b5192fdfb72aef88b82ac716b9464b65d,3000
0x13e283646f203ef6b24cd5c8ed5dbbf29dd0d39f,2846
0x75f6b52ac3c7cf43cc56e485127cce42f9a8509d,2800
0xd3c2798da0bf40d8cb08ed90ec6de165f4227caf,2800
0xd4f0a5bda36feb1d7b679000280ed0fa2ed3d0b5,2700
0xe30ce0ad68192cf1fa258df0b7d7a6fcf64b580b,2691.36
0x84efc8925c4fd657759dac68e4e37701e1793653,2610
0xc25f64d5a2ad90eb463388df6b5bafc468ba658e,2606
0x89c60c01f2e1d1b233253596bf1c2386bdfeb898,2590
0x016df27c5a9e479ab01e3053cd5a1967f96ecd6e,2300
0x61e6af86fa240c95080152e07d58e129306a8dbc,2300
0xde18a61587bfbabe1216fd20ca404bb300e0a9e8,2200
0x2bd9ba12f21bcfb80a8a4a632bfa407a6a23326b,2172
0x1340b7e3bf96f122eaa87e86d52ade87c8170bd1,2100
0x8e3fe66c1bced6136c76279af0ee0fb9e9466c0a,2100
0xd74554760adc11bb290e28ba7fc07c33923693ef,2066
0xfad3e3a0c1b4a77f651f765b93669e7403fb0eb9,2063
0xf9a35867828417d6b42cc66c004126ea98083e28,2050
0x1b76b011c0a1e03896bfc8923be228e430bb9049,2000
0xeaee5ff4f5df2490ca815566a221207052f689b8,2000
0xa6270e61a6485f649f7e18b6e9ebf4d1d184d69d,2000
0x85c70d592ab79ec278eeb6819afa0dfd17681597,2000
0x7275e035d599469240a890cad00f5684c967fc4e,2000
0x78287c947bac1bd970c6ee32feb6fe309a6bdbc1,2000
0xf168461e2b11512b19684a2f5e91c743c5b77ea4,2000
0xdb9712c58a57e0a1eb07912e1acf7aecb0cb2c9b,2000
0x5e66f491a1caed9291b59a6297f1a9dd71294e05,1887
0x03c99e93e1cd394c1cc8401e82140681c436b9f2,1850
0x1e920de22ab994204a7f357f1ce4046544984de8,1780
0xce18a7452d57579d6c6b885b69b1978067cd2d87,1700
0x615b95fefd5307964de2e38d544bb835c5b79717,1629
0x20669775d663d9a461ef2b2efca8fe43954f4b13,1629
0x4d6654beec5942aee8e3102528a58fb34a0f1b19,1629
0x6cd5f918c5125f4e421c354e8b27d3bc9ff567f5,1629
0xa8b69b8a160110115f25d2174c727d8644676e45,1600
0x77d585c25c6e984b1b1fcd6e79bf3ce946d77260,1600
0xc1c2d0860a213c630c7e285eb5b8b1ebdfa205b1,1600
0xd767fb7f40209473f3cf1052350e8ed2290514f7,1600
0xed8f194f0a116575316e3f58febd40ecf6dcec13,1600
0xfbf0837fde3ba7a00fcde4c4a3be751c507754a7,1600
0x1c54bfddee111e05d6e45739c704b9bdba06a2ae,1550
0x0505e7fddf5a88a8a3743ac579cb6f33c181d4bb,1520
0xc2f62826b57554b4a6054048e5c9667c0086966c,1500
0x67caf5032a0138628a3d6a2b04ee6318d9afbc24,1500
0xba976b8f86bd02cbbb3ff9406b6c9b5a5d34c00d,1500
0xec3fd22fa15325b2e1e794231652cafe4f1abb7a,1500
0xf294e71eb100d93e135b0a253170a64b88e7bf9f,1500
0xd5fc60d1aba3e144e10578b44e1070e19a7d21f5,1500
0xdc0fb244722383bb12fb9970bc46e60c94fd78f7,1409
0x4c7b4ba85860f156c6d698dac0a75642171e40aa,1200
0x9c017079fcb2fd7f38ebd41ebedcfd86d2d29d17,1200
0xdf13d4d5df8b9ecd5df254aa19e7e4e2cf1e0b21,1140
0xe3a3ddbbd945ca1f565fdf8699788003e05ffe84,1110.6
0xe7fbb488fbc13308c3be233878ed87372d6c9fc2,1100
0xbffe9d81bda9fe1283b8bc26d45cad342ba00426,1100
0x85633c25d2518dc5e6e05b8c9dc4596db2918575,1100
0xb3b65a662b7164d46b70b591b69898ec92229b1c,1100
0x538d061ac2b06f7519d24b45b31c07b351c4b05d,1000
0xb03b7db0bc32d4b7ef0a4c04cb0305f4e1e5731a,1000
0x3caee6446cbbb73569ac230939b4310dea505fa9,1000
0x81a03f3b95f5f30146d1835c4f8d85b13bd20c7c,1000
0x4744cd4caf8be6de003414c93e7955bf2db39b2f,1000
0xf4e1ac4c3c1517fa04cd07ebec6918eed8e121b8,1000
0xbdbffb9c2a660e6fdaf49f01519b84f2a0bd2000,1000
0xb21f4a6786a2d20dace22ce113b05b71b5fa6034,1000
0x4eb1cc06345dae34148dd6c7b051f416f0b3d9d5,1000
0x4383947bf205529a293e0b5aef53530a6e3ab907,1000
0x0f24f4e4c1251a38665f0d8125ec1c895bbcbf91,1000
0x6baf99ee8b1d2dcac8b9fe36236b5816ca6739c7,1000
0x9c058274c77182a9525a83c4a798af4af0d3dd45,1000
0xf7e423285d3e73c887d0685d1fc3ac97ebccbe12,1000
0x98f5cc4b2ef83a6168ef11a96af7be47b12aaae4,1000
0xacc067a837bdadd90457b13dba54cb752f836b56,600
0x262c69a3e9ad1b87b70dbe38942a5be1fb28270a,500
0xffca2cbb574fe1ab0b204fcee1e8fe20797aa9bc,500
0xacbe55e1e05280746ddbe41818d7a4b77aa2a49e,500
0x6cbba5f4d7ad06aaf2f0b234353f8466ca92d94b,500
0x4ed2f7eadd13cdc339b67f371610bf26224e4b98,500
0xc81082690edc8cde6d83a7549aa6a74534305372,500
0x3bf9510091bfe5f62cfbbfcf9d671b0144d0d946,500
0xbb78fcf0dc31eb4e9c7889d2917cde45322984c6,500
0x2852ce37f16693b4159246d567a3a89f59511dbd,500
0x2ee88574e9d5bb876c8cc85abed41d04f1705020,500
0x12f1c601f289cecec11c4c210f14506f876ac791,500
0x9f09c50a3ffc5035ef67f0075773cb6c8754ce54,500
0x4ed484dc968f1979cfe5ce5cdcb22e622f6faab7,500
0xae688769199ad52187f4763566dfebb69f5d0ec4,500
0x111937d72b14fc0b998038f4ab68737cceeb15bf,500
0x0a7e0f40b14db5d166ca036f930cc2d347b1ee8b,500
0x399159a6edd7fb601c94c45add22817ce7d49b60,500
0x9c8005a92d8e8bcd97a88b7d05c38c5b101a9873,500
0xd3168e6242441c7a644a60810a138269853b94d4,500
0x0be36ff17dd4f9accf9404e6e0cf91d5b942f66a,500
0x9b32743aed96521b36d5aa541971b02d86a6c989,500
0x22455ae1ccc04ab4165e338d673eaeabde304b42,350
0x819bfb41067a9a2698001f54891b68df370f2e31,331
0xb789a1297b1f5d46435d1679e18696438a795b04,300
0xa912cf5d10c87b7fc9cf6b47d203bd1052d02c67,108
0x495565691c674b40dd05a1b4b796abccd81bad14,10
