account,amount
0xb9f8a98916c14036aEedA49d9C281e25011F48a3,6010
hydao.eth,6500
0x6e12cB75f1Bd2811fD0aF6A0bcA1378D0d5A9beA,6660
0x710575C123338E168ef309DE3791a210a3c939aE,6700
somehacker.eth,6901
0xf798F9982A61d4e442e08f06451Fa53f879c2b81,7000
0xBa1555ddbC9961AAE5d569C6dCa029D598c51436,7000
0xd0cE3A24CB7AfdCaCD72197b4c28799F73611A4f,7100
0xcc5DB6F29944979a3f822E705412b471DcD9Da74,7110
0xCdfAbc2005b8Ad067E105edb31cb922CA2a7A44D,7500
0x23549F0f16033D7aaf01e65Ddb6b8E1EEd5b4eCf,7608
0x6098E17a2945d2858368329e03c0a4A64A549814,7686
0xFfce09CA00041e196E10458d5f981C0a1a76FE98,8500
0x6C7C73Aef66836A1Eeb524376E13E71cFb52D3EC,9000
0x4ac616D3b98289FCCD2De3a9ac7841d24bc2F52D,9000
0x3c7A96dc4456c16BE8D525AB57372A17E4314cd7,9000
0x1286bFF958ddFB34dC0E49493CbC53F9E6d27b60,9000
0xE17205b104F7BD918C08936924d1c2757e37A4E7,9010
0x5a4403659E239d88319328C5bC80599Efb6e08a1,9710
kirinparadise.eth,10000
0x81ecE5B8e7C464Aa5C6297ef05aE1d9eeBe59627,10125
0xb14DcE20C83727b4ee807AeD7aE7046CF3e1870e,10500
0xCF7F26Fa54cD80ED00793b28B9f5856964b6885d,11100
0xa672F027765d044Ea786149C86DAeF1C0344F901,11410
0x2cA8b80c296F341b3F4e469494755DF557033Ee3,11954
0x4FA96D31dD15CE27537130d4B56cAEe0Cb436051,12000
0xe30CE0Ad68192CF1FA258dF0b7d7a6fcF64B580B,12004
runtao.eth,12600
0x31e292ba33e01C3a9d3467890E2E5C99e1d6562B,12920
0x9bD8011Af154f63589D8c71D50238c44aD7A6764,13000
0xf62AAdAdf80f0CeE151AF3851a9B3866255c6CD4,13344
0xdDf29c0E97601d8aB661C4B3C3A8AC7D9bD5cb77,13500
0x88A0093C293113177175D3A995C49eEb68a887D9,14000
0x45b5E0299401f38d7D18bDde102Ae62cDfF86429,14400
0x4c297B30b8f391ad1516660Cd71c7cB861830816,14600
kayyu.eth,14880
0x91439ECEFA1BA082f0d285559EDdEC6301c9D429,14929
0xchao.eth,15000
0x790ac11183ddE23163b307E3F7440F2460526957,15000
0x18386181bCD9F939B15c1aCF4a5525a82e398c3e,15000
0xD74554760Adc11bB290E28BA7fc07C33923693ef,15261
0x4a2e38f642357691C392E968d7F6171D911De73C,16200
0x9965C18B17A4bA7E81765050f838D7977588b717,16500
0xB67568c8A7aA3117c75b3Ebb699672aCead8D758,16572
0x1FF54C7590543B69578A896c58582f159003DC43,19500
0xC1C2D0860A213C630c7E285eB5b8B1ebDfa205B1,20000
0xf194cd87A48eAafb5248e24B23E08105b4a15F3B,20450
0x96f8568050F5A30191A424214DbE3d5D5b39C351,21000
0xbfc14bc72590eb653af0873d3401fac602942ad3,21080
0xd032322B38e351810884ec67865a3CCa1d80f20a,22030
0x7A4926DAd542BC74Bd1170DcC7547aB1b63FE115,22150
0xe72cEE7Ab10a3cDd7E1f0080aA512b86822414c2,22500
0x1fD00885DF1c24aec7Ebe239b9b22b3dB039dCCb,23000
0xA6097a4adf23553623A7917bbBb28c7bb2a7775c,24395
0xvava.eth,25000
0xe51b8D0EEB18b7838b016DeeB62d3634399FbCf7,25000
0xDc83a95bA39cE454519b3320355F2593E7137c7c,25000
0xD99309c5CD08211b43c18130C82B66C9dFc10c35,25000
0xab6F4FA8E1F58D4C93334C6a9625A6450c82736b,25000
0x50d048865570F4BdFc036DAe6b8cc1cc96Fd5099,25500
0x56b8511E6ca3F9f4835F811050e0f7Ba7d2d7665,25750
0x11bcA896373747B0A8Cb84F5a0F230bf6fE6a747,25800
0x991b1aDe06d49454FD7A2cAeaf31F908e00d1c63,26000
0xd93B7a0F0DfeC89E5C123ABEa5277C4c454ee208,27000
0xd847ed72649A39aad263aC7a1Dcae6Eeb9d51E16,27000
0xd36bC4A9DaCb174f866548397c1744D9a6858CBD,27000
0x9C5Ab52309c486Ff93B20772Ec4B113DA3B42017,29065
0x5ee501DaF7Ba412fc99a84d91d4E618A56c31dE3,29500
0x498262c0458Ae06aD7027c4029B53Bb892E8d2D3,29500
0xebE83b6d83f9fd5bd623Ff1e90da7AE1F2464727,29983
0x78f625A65Fc316D32d98d249b698fb509A6d98f2,30000
0x521aacB43d89E1b8FFD64d9eF76B0a1074dEdaF8,30000
0x21C4952BC587CFF830B8E6BF16Bd0352A97a91a7,30000
0x20669775D663d9a461ef2B2EfCa8FE43954F4B13,30000
0x103af2b33400a4f955744a7f70e749435444f808,30000
0x38F5dF039b0F0fAC72523eb0DEA196C0e6811d4A,30991
0x7A6ff8906f68C0ceAfDd61C2E5d39834cF0b39F1,31130
0xC81D59059Ff38D61acD50Bf4421cFa5337544790,31500
0x31c1136190Bc520A8434c2F4b04c62e3547116c6,33032
0x9eA8848e5b2D74B371F4dF19b1e5E6B251CC0237,34500
0xf7ac63cEA00286d65848e9cE4750B9f0FcFea2Eb,34632
0xB177861050d607aDa9aB10886B5273A021e9EE2e,35000
0xb15115A15d5992A756D003AE74C0b832918fAb75,35188
0x5e66f491a1CAED9291B59A6297F1a9dd71294E05,35252
0x26a8aE8435Bb9653c7c66c64217D15E397A4523e,36000
0x079aD9305e2F2069c99CAd85E5467eee498a1F6E,36900
0x42b0765b70af2b6910F6281b3dC0C34a9CdbB65c,38453
0x6bAF99Ee8B1d2dcAc8B9fe36236b5816Ca6739c7,38500
0x1534f20bF35904a10A1AD4c06641515D1c5d60bA,39000
0x4774c2140f54dca848781c391e7f695a5Ad38b2b,43034
0xec1e9D03A08D3d2373666d9606313F4901B4147c,44050
0xa2514f9480EE6A0B859c99F540676333e0c9ab19,46838
0xfCC836C2BaB4787a4556c3f01824c5338Ec778CF,47177
0x49eE21D6f8f7527F56994f638F566a28D9f29eab,50000
0xf8279Bf46BF0a5ca756C84350332d987d6562950,50400
0x800819b08C66a1EcbEA09E4b64c7E3412c104DF5,51000
0x27aa5a880B512bEaF40D1B2E0F256b09f5711444,53084
adazz.eth,56705
0x406a38A9a95064a54705D19648c68a7aE5e08E7C,55800
0x9E89a144F7c05EB0d258B61a71d00bCa79e42715,55854
0xc92a71264d2e4e5E7b4E54a9B104a3B54bd816F6,60000
0xB54FE4d4Fcd26849992d73D8ad9Ab05Cb1e572DB,61600
0xD7D4c3ed91d6c993Fa5DF02EC211Faa6A28eDe82,66500
0x10ea167893cb51500Ec829222E3D17a968FEB650,68694
0xfffef84688Fd0248155d06C0E603A04adABCcc64,69600
0x4ae2E626563d112F6E50B189FE5C2Db63bC60E7c,72500
0x29Faeb62f4e9E1456c2fEED5c6f27B13Fae91Dae,76100
0x70FA41ec7506aAEAcebF04EAda4ff9FD496344A3,76800
0x172697d24Da16f36caf2FAdC3e78B5a538fC858E,77747
0x191bfd0535d06c56fdf80f37990d9cd20b807e9b,80310
0x0eCD65A928c35ffBf9C8048630336AF51bdF6ffc,88965
0xF8690B1bA8cae43190CAc09eff23B0763bc670fc,89400
0x043aee850680c4fb982761B585929834c26cc32c,93870
0x41448E812733C10b6E74A90AC8086Ba3a0766188,94400
0x6F1eA803e8468B8c8B76594455fD0165a9fF82E3,94683
0xc341683d1Ee57b13Ab90a1FC00F38dC6F7aFdd14,96500
0x9EAAB4584192029dfC49f8982F4a1ecFA82eBf94,101850
0xcEA9F52fb205846b0C2956Ab347E078b564277F0,105939
0x9A9737e821bb216EF74Cd0E6b2Dd3E4FfF98C681,106167
0x0b96072210dD671c67D30e128676c963848a73c9,106967
0xd8015579d04d3205c8a35244c7ce64b0bd6de822,129680
0x6Cd5F918C5125F4E421C354E8b27D3bC9FF567f5,132000
0xcA41568A36B41440c59084BE3010d334B3553Bf5,136815
0x9e396709d40107c2242BEAb6b6F8aEA9be6CF05a,139037
0x5ECc0eA06CC6CcDcF52aA0d1139c2813bb6EBEf4,141000
0x51D970a8fB30453a2C3C9e8814D20A138682b8c7,141000
0x9D42a19E504f5F87f8B4eDF7F9ABf510a3026fab,141947
0x0e5f40DC367d757F250b716CD46B6fbde90a1b8B,142666
0xac7F82934AefA6837f5eE18B20FD8F38C4569A3f,170967
0xEce2bbab13b8B7aa5d1f1832ec9B1527f11224C0,180082
0x10b4bd1A211bdD057ea16A2E13C086f67b587b4B,180256
0xfa860889ee6E3c715a5B76D998223dF040B167dA,182400
0xAbA775AcF88723E05dB5546BaE58f10C20a9F061,228990
0xE88DF653a6907062e51700f028ce671eb39B761c,230000
0x36764Af31381057e722A003A69D089D54Fe2c61b,236667
0x597F0fDBb96485CD258777248052fF0e4781FE4C,254674
0x77BbFa1E9088b6763fDF18D4655421E81aFAaCeE,285121
0x7EA1EaA27b313D04D359bF3e654FE927376e31Bb,349262
0x49BB5f09A5d98ae38E41d496562E6cAeE8adfC1b,367000
0x60859eD309E5553B39bd66edF1A3C26473da3b6b,425937
0x615B95fEFD5307964dE2E38d544Bb835c5b79717,474500
0x9672c0e1639F159334Ca1288D4a24DEb02117291,554024
0x42B81011a367d3C7f4e4B570Fadd51209C93F287,562513
0x27B503fd677dd889ea3E7804DF492D2D809E6052,563269
0xAB206fb4B72009C5c7e78c2a91b0B8E63fB73e34,573300
0x13E283646f203Ef6B24Cd5C8eD5DBbF29Dd0d39F,642396
0x01175Ef4738b825cd12F4d1ff2d2904d52144531,643625
