account,amount
0x902b13e46305e3ae10f70871c6d0bca9e5446b07,37390
0xce18a7452d57579d6c6b885b69b1978067cd2d87,14100
0xfc2ba15b6014a17dde0ac8ae36910d1a0c99a35e,300
0x213da39996d48cb48d35558df2a219294a2267f9,600
0x980f9a443efe9f72c15c5631c6f2f211bd9d70d3,10000
0x07cb6a4ad65482087cb0f118f007e36177c75ed0,8000
0x1701bbf4c5cfbeeebd846866f949001809835ff5,8386.2
0x332345477db00239f88ca2eb015b159750cf3c44,61029.12481
0x8c85289bda9eb879a3f7ed4c2808aa45a28e4fe1,300
0x7d53ba1d70a66d572a90e3e80ad4253769340ee7,41320.37295
0x88bb9404b075c7bbc20b653f7d54b9935e29a335,300
0xf9939d1598d3359965f98e8b666b5d722231ed42,300
0x3caee6446cbbb73569ac230939b4310dea505fa9,16529.12481
0x77e828440e7c733680bd8d542184a3ab897d72a0,600
0xe7fc2522d0d3f45657935fa6cb85771bbe02f6dd,2000
0xa43f37e80f98a3a4c886ba862adc8bdbce40142b,180000
0xf2f28759b6fe18b4d0fa89d0ff5cec68a5f3b363,300
0xd1a5b91957530e1b3e9cfac1543467c60c352f69,44316
0xc92a88e2d17887646a40ddb0ddbbbe5c2a72512c,97710.02573
0x9d6b1a15d476bfbbdf4274ef6b405086cd7258f9,39043.68722
0x0b34036067a2ea1f7d384a962cd05e9f15d3ba6d,600
0x5e362d387fddb676a03594e10fe302ce4871b6ed,300
0xd77f312b0f690c69039881ce7a71d297dface758,800
0xc70025f24be879be9258ac41932bae873bf7ff0a,58933
0x999e136c7575396bad7ed1c726042908a43f666c,10000
0x5b9320aff74c03fb1511a4de286f5720c3417804,600
0x475186d1100505e68da4a4c936a8ce082978cd3d,2950
0x5106f3afa0e27bdd3faffeb9158526fa678895f3,20000
0x966fb742fc794fd78116525acef538b77dccb89e,5000
0x2b40590f525b4f552b0efb85333877b4a0769400,53800
0x913d7434a18f0ef40181b92a9603e0425ab0addf,11858.24963
0x59ea66b50668d54364450f2a4d725af86ff640fa,3300
0x65d5b68a7878a987e7a19826a7f9aa6f5f92e10f,11287
0xe7fbbc8fccd0062d0928544ee7ef89abdb3b8787,48000
0xd5ce01d14f2ca6f8d061bc375334e8647a9474f8,1500
0x89d73de516efa8bff287925f8e593ab668779e15,8000
0x68690c4cecf4245e09dc7e47148b6eff70cb7061,600
0xfb3bad2243a6462504a26e13132a47fffb81fa27,2950
0x0c05aacc260d5ebfccdd9b06ab3633120cbe9676,9589.311291
0x25be8d86b8c21cef0ae7bab3644e4dba9b67d58a,10000
0x13e283646f203ef6b24cd5c8ed5dbbf29dd0d39f,61320.37295
0x6767a361a2513dc8de9553568d1d20e6248ba0f0,2800
0x807a5e21b365a9df219d1e286ddde9e1e2a25c56,8860
0x625b261e91efd5ec12ace7a51d56b52b5040e8d9,2000
0x0a6161e0877702273806fa464517b5ec13ace343,20000
0x4d6654beec5942aee8e3102528a58fb34a0f1b19,87203.8737
0x3b75b768dd0dc2f71ac0bca8713ed5e9c82cfcce,38000
0x8bc5c516d460afc3ce001fe4e0a9f1faa424b81d,4429
0x03c50e11b3f43e5862e174753a49486fc9b6a08a,3680
0xad975bd941cd13c341efa68484eb016df856fee4,5500
0x2f0544bb9408afe2aeb6144ac93cc5e7d453d847,1200
0xd343486df087b182b23547dddfd219ee2095b14c,10000
0x0ed9ac6bdbbc89467dff741f19e0dbeef46380ec,600
0xad8b1be1972fe79bdcf2ec8cde8ffbeb23442265,12000
0x77fb99be6caa5e2b5f41c4c680a622ec66521d28,14500
0xe3a3ddbbd945ca1f565fdf8699788003e05ffe84,1756.8
0xaf53261cc893ebed1d2c688c64a2fd26b549a816,3000
0x02806c3f39664b4c2e1aeea7d6fa1e5334721f2f,600
0xffd86a5cde92719519bf425950f72c2d2376610b,3260
0xb8abe31a6caf1217d632190559b2c1fd909178ec,438232.9985
0xd85c413da833cebd8338138ccefa04979df70e8e,10514.56241
0x0505e7fddf5a88a8a3743ac579cb6f33c181d4bb,6131.061663
0xb2206f941a5206b55bfa33e665687523a8bced80,500
0xd8652a853f4ac24c797faa02e4633bd69ac9394d,70225.12333
0x78f625a65fc316d32d98d249b698fb509a6d98f2,58732.99851
0x89c60c01f2e1d1b233253596bf1c2386bdfeb898,50774
0xd7e3f5e9fcd7bfe1765fbb0902aeaf23841ba480,8000
0x9672c0e1639f159334ca1288d4a24deb02117291,2000
0xbc54da6a16cbbe202e6e893b80623714ba669c46,300
0x6553332ab0e32b80235fae8da0c368203b47107e,2000
0x7ed38c22a96e609dea24367ce8e4f32cc582acaa,2000
0x973867c1269c23b9e9031553f7f1e84991f8ef10,300
0x8c913aec7443fe2018639133398955e0e17fb0c1,152805.8105
0x2e7e94be872319a0d991f704e1f4fad385f5855d,200
0xed48bc7aea99e1d6e915dc0e89504926a3ec04c7,25000
0x2b4964704cb888ce4fb22a0820533dd0f5f17c2f,600
0x991b1ade06d49454fd7a2caeaf31f908e00d1c63,6509.562407
0x401a463a0e0e91a0d7c2de02074d00f9719c3148,300
0xf9c5525792df4d70c287b872bea21c2e44df87ac,2229
0x27b503fd677dd889ea3e7804df492d2d809e6052,355805.8105
0x38f2a3b2a83c90e1ed30b07badd59d3c14fa97a4,6300
0x744a0a58d862a6f7a81d59600207a51d3d40ada2,1200
0x4d4b78d37090ed3e1eae6779ba2c3d6728052915,5000
0x2cb427af4dd09c56ab40c601184a3dff385dd13f,2064.6
0x7273eb872cd29a50caf9ecf8b8e0ffebaae545d2,12500
0x97eb01f26678791b8919f65de0a8036d4ba8d0d9,9700
0x18e0ff7c3a14cd4d7acbfad41016edf20257a02a,220858.2496
0xaaf2f3a917e5ac907efd9c0f3fd752cc9d66dc08,103021.9368
0xd2f43ef1717fe4f89f4547537e9a3fa9a0c371d3,1560
0x4126ac8a3813068ece67b47489e2aea4b66226d8,870
0xb4216e4bc519164ec31893be0a3d7156813819f5,300
0x82944b68bb92fa11764041aa61204b5fdc85f429,159776.6857
0x5d8931314afded786d8dde1b2fe00214b902f028,300
0x29faeb62f4e9e1456c2feed5c6f27b13fae91dae,37105.81055
0x726d714b8b6e10b6e25dd7926c92656046d9861d,56406.68573
0x1e2410217c2071046194372edfd12540b9308029,10000
0x19af5e0a45c55c0f2edb5f48abbed82360de7dd7,11780
0x4c99f16fabe82a7a9ff2e67185f5cda0d34d3060,73500
0x2b597a38cca6db6e934c44ef0ebd800f015ce973,700
0xdeaaa00d440eb8e406102cdee3d486de0828a0ce,10000
0xe02533f1b8bc4befd8561df63721a96936f978f9,1029.124814
0xe9347c6aea2ab70ab6afbc7e21dfafce7b084619,300
0x9a9737e821bb216ef74cd0e6b2dd3e4fff98c681,50000
0xb3ded5225fe4a42766fee4df4753b020e93dadcc,50000
0x89807f393a718cc3ba1fa20469005e42c9cb01e1,8000
0xd47aec165d7469e266f650a049c973ec95c706f6,47690
0xae0e344672a848a174aec37ce4144e05b80c440a,9100
0x10ea167893cb51500ec829222e3d17a968feb650,52900
0x608a9358354a93581e686ac7ffde9d5fadbcb7e0,257805.8105
0x16895dea2e20b5bd10ef6b39b94379c2a20337f9,10000
0xd8a84e47d1edde02b56731cf33854ed5546a3708,17860
0x77cb545674f583ebd0453459d4b680cc4e19e0d7,2500
0x6098e17a2945d2858368329e03c0a4a64a549814,6900
0x84efc8925c4fd657759dac68e4e37701e1793653,45600
0x809ca94070e622cbe5e830b22bf4618e7dbb8f0e,20000
0xfaa75ac9999bd1fe4be3f1091970678e1456a06e,10000
0xac74fc7db4c034cf8d280ab2256c991bbdc8f1b7,8000
0x15de3d7f7180f554421a91e27ee28a542881740d,10000
0x69adadff2459558b663291601d6fe41fbce00a8a,300
0xcb574eea8f7c6d26333f01f53b0495a1c2bbcb32,2929
0x47a7202a726324788609003549675f1dbc645b07,63891.06166
0xb592f45462b7c1d37da07f638b8d1b54aecba457,600
0x41d2ce62cd81d9ccd5c6890dcb44267b26165f85,27500
0x4a0e5c833cd6c38eac36ea5d83b9d38075ae64fd,54000
0xbe5821698b7c4fc1a0a846500dad3fad8e0cbc3f,7200
0xfccce324ca463ad8c2946a8ac7ade24231fb819d,300
0x4564d5a8bb409272f1fb4ae4c8b45fc0eafd709d,13232.99851
0x42b0765b70af2b6910f6281b3dc0c34a9cdbb65c,8850.124814
0xfed714ab05fbbc6f964653616c0565033a4da0ef,17116.49926
0x6a09c478559565b33849eff37e26c455bb61a9d0,63100
0x098f2c764f892c24b9abb9656761eb5946370b35,5429
0x0c70b20eef88e15f601cc26ae5df4d038bb293ea,1200
0x9fbde1512d2aeb2000866fa6f8a01e6bc80559e0,110514.5624
0x4ed2f7eadd13cdc339b67f371610bf26224e4b98,10347.56092
0xc3f0ae7814836b185f2dc65778d2aeddf882098a,13000
0xb43b1164f189d2d277094a7a34836a9d3d271fd2,808.2
0x559d0bfddf6ca34de3fa86f831a9d8c4ce53a921,1929
0x75755c708a39e43d068e42537f0d30c065fdec0d,10000
0x45b5e0299401f38d7d18bdde102ae62cdff86429,28847.56092
0x7b2aa84f57fd4c8a9e5b2414821eedff53173d3e,500
0xe5fc1d7d12045dc773ccc6cb01c76541eff2feb6,10000
0xc6c9ff501c0e87214a0dcb4685efbf39b2f7cbf6,2529
0x19cc0304c0485690a79f202c2c4a4dc77f733346,900
0x9e89a144f7c05eb0d258b61a71d00bca79e42715,9776.685733
0x8817e259b93256bbb86de6cd2e9b8612763cc674,8222.4
0xfde65ea7a7af9b4fecd585db65e0b0394a2a55a7,58000
0x01175ef4738b825cd12f4d1ff2d2904d52144531,2000
0xa8273c123fcf8728b95ab3b4b4222c426c6c1fa5,9300
0x67caf5032a0138628a3d6a2b04ee6318d9afbc24,9600
0x0a42ee19d0062a4d48e17c2bc19b737f62ef2da5,300
0x671215a06a0a4fe039a7ba8a282d178512929572,10500
0xac89560561c951372dad16d06b8f4e4ea4da8c4b,600
0xdafe3083bd4865ade8fea183c0e058a585bab68b,38320.37295
0x326e84bc61b864b211e25ad07e26cad8d4232b01,8000
0x895ced1d75fa2dfd159c0242c934af645ee535ba,5000
0x97d455835a3ae0f0616f280286439e248f8cb030,4800
0xf8690b1ba8cae43190cac09eff23b0763bc670fc,10000
0x8429837a4d311a5b82215fee1f96bdfcdea9cd73,240
0xecffb8de150a879d579c58f004727e92cea14ff9,1300
0x6bd68d667eccea663b2a2bee1311f7ad6c817602,18003.8737
0x796ac058028f19974a4f8256f6b30fedcc96537d,10832.99851
0x42b81011a367d3c7f4e4b570fadd51209c93f287,21505.81055
