account,amount
0x6098E17a2945d2858368329e03c0a4A64A549814,13700
0x77BbFa1E9088b6763fDF18D4655421E81aFAaCeE,800
0x3F13C31474141F6912eed296220c0996c90253d2,4600
0x098F2C764F892c24b9Abb9656761eB5946370B35,3500
0x84EFC8925c4Fd657759DAc68E4e37701E1793653,2000
0xD4302bf70541bAfe3AC46bbfC3C7eebe20ccF7DB,500
0x29Faeb62f4e9E1456c2fEED5c6f27B13Fae91Dae,500
0x89c60C01F2E1d1b233253596bf1c2386bDfeB898,500
0x132E925e1F13E3a2E6f948E8a0aD0a1b99454af8,500
0x332345477Db00239f88CA2Eb015B159750Cf3C44,500
0xc92a88E2d17887646A40ddb0DDBBBe5c2a72512c,500
0xbe3018ec0a8D780833336251E591a58097d8618A,500
0x27aa5a880B512bEaF40D1B2E0F256b09f5711444,500
0x4Ed2F7EaDd13CdC339b67F371610bf26224E4B98,12000
0x608a9358354A93581E686ac7fFdE9D5FADbcb7E0,12000
0xA04a738E0034A47072F2d01e4A7DEa0BFd6cba6a,12000
0xB9175ABB60De2c47C8F1dAc88179dDa3Db369457,12000
0x6C7C73Aef66836A1Eeb524376E13E71cFb52D3EC,12000
0x610566F55e26c87915123120253a2b7A23Daf750,1000
0x610566F55e26c87915123120253a2b7A23Daf750,3000
0x30734D5AE63a2F368aCFB3D3A15E180169254b8a,100000
0x798CDE64455Df6cBBaBF2FBa57cb7d3C7464BF7A,30000
0x0c05AaCC260D5EbfCCDd9B06ab3633120CBe9676,10000
0x38f2a3b2a83c90e1Ed30B07bAdD59d3c14fA97a4,6432
0x098F2C764F892c24b9Abb9656761eB5946370B35,8146
0x38f2a3b2a83c90e1Ed30B07bAdD59d3c14fA97a4,3969
0x098F2C764F892c24b9Abb9656761eB5946370B35,5410
0x38f2a3b2a83c90e1Ed30B07bAdD59d3c14fA97a4,2884
0x098F2C764F892c24b9Abb9656761eB5946370B35,4204
0x098F2C764F892c24b9Abb9656761eB5946370B35,7338
0x098F2C764F892c24b9Abb9656761eB5946370B35,16000
0x098F2C764F892c24b9Abb9656761eB5946370B35,16000
0x098F2C764F892c24b9Abb9656761eB5946370B35,5270
0x2733653946a7BD78997160D17dfF066026F96428,3843
0x38f2a3b2a83c90e1Ed30B07bAdD59d3c14fA97a4,18148
0x098F2C764F892c24b9Abb9656761eB5946370B35,21164
0x0c05AaCC260D5EbfCCDd9B06ab3633120CBe9676,5705
0x1B76b011C0a1E03896bFc8923bE228E430bb9049,10000
0x0c05AaCC260D5EbfCCDd9B06ab3633120CBe9676,10000
0xdaFE3083BD4865aDE8fEa183c0E058a585baB68b,10000
0x1B76b011C0a1E03896bFc8923bE228E430bb9049,10000
0xdaFE3083BD4865aDE8fEa183c0E058a585baB68b,10000
0x8BC5C516D460AFC3CE001fE4e0A9F1FAa424b81d,4313
0x1B76b011C0a1E03896bFc8923bE228E430bb9049,5792
0x2733653946a7BD78997160D17dfF066026F96428,4983
0x0c05AaCC260D5EbfCCDd9B06ab3633120CBe9676,6536
0x38f2a3b2a83c90e1Ed30B07bAdD59d3c14fA97a4,2495
0x098F2C764F892c24b9Abb9656761eB5946370B35,3772
0x38f2a3b2a83c90e1Ed30B07bAdD59d3c14fA97a4,3883
0x0c05AaCC260D5EbfCCDd9B06ab3633120CBe9676,5314
0x1B76b011C0a1E03896bFc8923bE228E430bb9049,6063
0x098F2C764F892c24b9Abb9656761eB5946370B35,7736
0x3F13C31474141F6912eed296220c0996c90253d2,4139
0x1B76b011C0a1E03896bFc8923bE228E430bb9049,5598
0xD47AeC165d7469e266f650A049c973ec95c706f6,20000
0x1B76b011C0a1E03896bFc8923bE228E430bb9049,20000
0xD4302bf70541bAfe3AC46bbfC3C7eebe20ccF7DB,20000
0x3b75B768Dd0dc2F71ac0bCa8713ed5E9C82cfcce,20000
0x902b13E46305E3AE10F70871C6D0bca9E5446b07,8000
0xaaca91a07Aa078B8002788292c05450c208ee3ce,46500
0x4Eb1cC06345dae34148Dd6C7B051f416F0b3D9D5,1000
0xBd3A320dB1ec0207531392A114dD52F918eB30e2,17000
0x36cAAf87391031783250206Ad80d779619aA758a,1
0xa55cC646D230f481F80ffEfC65b13cb72eD7A8D7,500
0x7867450C3990237cbe34628F1d872e8CD8121220,500
0x4E7d39d59089F8d7c2ad17d61eBd5869ba6B4dFA,500
0x5F5916E8C27c1dc6d99602767D4df87DC04aBe7E,2500
0x5B5f3ebE7d9E1f3cafC22cfd03D50805dD0b5b68,500
0xeEbbc090f07A34A9B69e655d287DA66606C59150,500
0x132E925e1F13E3a2E6f948E8a0aD0a1b99454af8,2000
0x74b04E4d28A8dcf21B481B384F3023B59DFB16E4,2000
0xB878D813495C6e42BBf8FdB6a289d3622D06EBD7,1500
0x68D2067c4C82aa99490F5B4Be411CeB71A615622,1500
0xBf3De8b57caFcB97D17341a29D932E77e56Cf171,1000
0x9CBd3D6A36cf2d45442fD35Dc160c97f658F8B18,1000
0x7e1FC2Bb7A575d5e641825cAE90E27AfBA1c1603,1000
0x2286D9aBc64FEBC22366fD4c608C56d611064892,1000
0x0Db515dd376E4b0d5e747041c04455ecccDdd5cD,1000
0xB6DE28dFFb4457ec309a76ec29E268798d163f2A,500
0xaaca91a07Aa078B8002788292c05450c208ee3ce,500
0x68690C4cECF4245E09DC7E47148B6eFF70cB7061,1000
0xB8750AF88D2e95D752b6dDeD0592D7E12C907Aa1,500
0x1162201a5510b21abB12Ce49308B3dB511AEEc1D,1000
0x63927A83E862588F1374cC8303fBf5b06720602B,1000
0xBd3A320dB1ec0207531392A114dD52F918eB30e2,500
0xDEf62635d2F06E6ee32f45E49Bd1f3f26AB20F3A,1000
0xAB24425162D4667Db98F450f4208C13EE0278815,500
0xF17A1Ae74a192Af85996772aeA3e31ca1254ab60,1000
0xfB6C83719ae7ba42Ecb30dAcC40839fb0c96c418,1500
0xDa21996423514F2d83Cc3C271C562be47A22D869,500
0x750Ea21c1e98CcED0d4557196B6f4a5974CCB6f5,1000
0x9Bae3AFE6605658b029d8da152452a8e32A3f116,1500
0xbeF951e50c30fc7D6E0F8d1497Ec08CA3C6A7572,2150
0x863C52D13809e0a05dc205B7cf16604653886258,2000
0x2733653946a7BD78997160D17dfF066026F96428,6000
0x25F89e72c8b362BA2063B72A60F27acf76e37406,6000
0x6C7C73Aef66836A1Eeb524376E13E71cFb52D3EC,6000
0xBB8B4d64f99f714954522C3BFd21B1cB1A6DE9D8,6000
0xAEc2e770042682BD086e27A87A1eD2D75A5c8d15,6000
0x27B503fd677dd889ea3E7804DF492D2D809E6052,60000
0x132E925e1F13E3a2E6f948E8a0aD0a1b99454af8,7250
0xBd3A320dB1ec0207531392A114dD52F918eB30e2,750
0x2E7E94BE872319A0D991F704E1F4fad385F5855d,750
0x36cAAf87391031783250206Ad80d779619aA758a,999
0x332345477Db00239f88CA2Eb015B159750Cf3C44,1000
0xaaca91a07Aa078B8002788292c05450c208ee3ce,2000
0x47A7202A726324788609003549675F1dBC645b07,750
0x74b04E4d28A8dcf21B481B384F3023B59DFB16E4,2150
0xF9C5525792dF4D70C287b872BeA21C2E44df87Ac,750
0x902b13E46305E3AE10F70871C6D0bca9E5446b07,600
0x8BC5C516D460AFC3CE001fE4e0A9F1FAa424b81d,600
0xBf3De8b57caFcB97D17341a29D932E77e56Cf171,600
0xc0A129c97292D9a49Fa5B80e970862588331bA0a,600
0xD287b3f7f423d4fd7f3c000Cf89F8f78fcD2a8B3,600
0x89c60C01F2E1d1b233253596bf1c2386bDfeB898,600
0x290AA5081D6298C181949946893876A1B76Bf144,3000
0x8429837A4d311a5B82215Fee1f96BDfCdEA9cD73,11500
0x4Ffb83A8344F33453fBEbe5e126534407ceb32f5,9500
0x902b13E46305E3AE10F70871C6D0bca9E5446b07,11500
0xAe41675D8224A4BA7FC24BCde2c3Ba4C3Bb4dDe4,5000
0xcE18A7452d57579d6c6b885B69B1978067Cd2D87,12500
0xB2e233966f32bF5dDDc3EfB61E22963e9e84c88F,2000
0x6C7C73Aef66836A1Eeb524376E13E71cFb52D3EC,5000
0x332345477Db00239f88CA2Eb015B159750Cf3C44,3000
0xaaca91a07Aa078B8002788292c05450c208ee3ce,3400
